Model_series,Dual Sim,VoLTE,5G,Vo5G,Ram,Battery,Foldable Display,Dual Display,External_Memory,Price,company,Inbuilt_memory,fast_charging,Water Drop Notch,with Punch Hole,Processor_,No _of_Rear,No _of_Front,Primary_rear_camera,Primary_front_camera,Number_of_core,pixal_D,PPI
F,1,1,1,0,4.0,6000,0,0,1024.0,9999,samsung,128.0,25.0,1,0,exynos,2,1,50.0,13.0,8,2639.102877873464,399.8640724050703
A,1,1,0,0,2.0,4000,0,0,512.0,9990,samsung,32.0,15.0,0,1,snapdragon,3,1,13.0,8.0,8,1718.1385275931623,268.4591449364316
A,1,1,0,0,4.0,5000,0,0,1024.0,11999,samsung,64.0,25.0,1,0,exynos,4,1,50.0,8.0,8,2639.102877873464,399.8640724050703
F,1,1,0,0,4.0,6000,0,0,1024.0,11999,samsung,64.0,25.0,0,0,helio,4,1,48.0,13.0,8,1754.5369759569046,274.14640249326635
A,1,1,0,0,4.0,5000,0,0,1024.0,11999,samsung,64.0,15.0,1,0,helio,3,1,13.0,5.0,8,1754.5369759569046,269.92876553183146
M,1,1,1,0,6.0,5000,0,0,1024.0,11990,samsung,128.0,15.0,0,0,dimensity,2,1,50.0,5.0,8,1754.5369759569046,269.92876553183146
M,1,1,0,0,4.0,6000,0,0,512.0,11990,samsung,64.0,15.0,1,0,exynos,3,1,48.0,20.0,8,2577.2077913897438,402.68871740464743
A,1,1,0,0,4.0,5000,0,0,1024.0,11990,samsung,64.0,15.0,1,0,helio,4,1,48.0,8.0,8,1718.1385275931623,264.3290042451019
A,1,1,1,0,4.0,5000,0,0,1024.0,11599,samsung,64.0,15.0,0,0,exynos,3,1,50.0,13.0,8,2639.102877873464,399.8640724050703
M,1,1,0,0,6.0,6000,0,0,1024.0,12298,samsung,128.0,15.0,1,0,exynos,3,1,50.0,8.0,8,2631.8054639353572,398.7584036265693
F,1,1,1,0,8.0,6000,0,0,1024.0,14999,samsung,128.0,25.0,0,0,exynos,3,1,50.0,13.0,8,2577.2077913897438,396.4935063676529
F,1,1,1,0,4.0,5000,0,0,1024.0,14999,samsung,128.0,25.0,0,0,snapdragon,3,1,50.0,8.0,8,2639.102877873464,399.8640724050703
F,1,1,0,0,4.0,6000,0,0,1024.0,14999,samsung,64.0,15.0,1,0,exynos,3,1,50.0,8.0,8,2639.102877873464,399.8640724050703
M,1,1,0,0,4.0,5000,0,0,1024.0,14999,samsung,128.0,18.0,0,0,helio,4,1,48.0,13.0,8,1754.5369759569046,274.14640249326635
M,1,1,0,0,6.0,6000,0,0,1024.0,14999,samsung,128.0,15.0,0,0,exynos,4,1,48.0,8.0,8,1754.5369759569046,269.92876553183146
A,1,1,0,0,4.0,3500,0,0,512.0,14999,samsung,64.0,25.0,1,0,helio,3,1,48.0,25.0,8,2577.2077913897438,422.4930805556957
F,1,1,1,0,6.0,6000,0,0,1024.0,14990,samsung,128.0,25.0,0,0,exynos,3,1,50.0,32.0,8,2577.2077913897438,390.48602899844605
F,1,1,0,0,4.0,5000,0,0,1024.0,14990,samsung,128.0,25.0,1,0,snapdragon,3,1,50.0,13.0,8,2631.8054639353572,392.8067856619936
A,1,1,1,0,6.0,5000,0,0,1024.0,14949,samsung,128.0,15.0,0,0,exynos,3,1,50.0,13.0,8,2639.102877873464,399.8640724050703
A,1,1,0,0,6.0,5000,0,0,1024.0,19999,samsung,128.0,15.0,0,0,helio,4,1,64.0,20.0,8,2631.8054639353572,411.2196037398995
F,1,1,0,0,6.0,6000,0,0,512.0,19999,samsung,64.0,15.0,1,0,exynos,3,1,64.0,32.0,8,2577.2077913897438,402.68871740464743
Wide,1,1,0,0,4.0,3500,0,0,1024.0,19990,samsung,64.0,25.0,1,0,exynos,2,1,13.0,16.0,8,1681.903683330291,270.8379522271
F,1,1,1,0,8.0,5000,0,0,1024.0,19990,samsung,128.0,25.0,0,0,snapdragon,2,1,50.0,16.0,8,2639.102877873464,395.66759788207855
A,1,1,0,0,6.0,5000,0,0,1024.0,19799,samsung,128.0,15.0,1,0,helio,4,1,48.0,13.0,8,1754.5369759569046,274.14640249326635
A,1,1,1,0,8.0,5000,0,0,1024.0,19499,samsung,128.0,25.0,0,0,dimensity,3,1,50.0,13.0,8,2577.2077913897438,396.4935063676529
A,1,1,1,0,8.0,5000,0,0,1024.0,18999,samsung,128.0,25.0,0,0,snapdragon,4,1,50.0,8.0,8,2639.102877873464,399.8640724050703
F,1,1,1,0,6.0,4500,0,0,1024.0,18999,samsung,128.0,18.0,0,0,dimensity,3,1,50.0,8.0,8,2639.102877873464,399.8640724050703
F,1,1,1,0,8.0,5000,0,0,1024.0,18990,samsung,128.0,30.0,0,0,snapdragon,3,1,64.0,16.0,8,2639.102877873464,395.66759788207855
A,1,1,0,0,8.0,5000,0,0,1024.0,18990,samsung,128.0,15.0,0,0,helio,4,1,64.0,20.0,8,2631.8054639353572,411.2196037398995
A,1,1,0,0,8.0,5000,0,0,1024.0,20999,samsung,128.0,25.0,1,0,snapdragon,4,1,50.0,8.0,8,2639.102877873464,399.8640724050703
S,1,1,1,0,8.0,4500,0,0,0.0,29999,samsung,256.0,25.0,0,0,snapdragon,3,1,12.0,32.0,8,2577.2077913897438,402.68871740464743
A,1,1,1,0,8.0,5000,0,0,1024.0,29999,samsung,256.0,25.0,0,0,exynos,3,1,50.0,13.0,8,2577.2077913897438,390.48602899844605
S,1,1,1,0,8.0,4500,0,0,1024.0,29999,samsung,128.0,15.0,0,0,snapdragon,3,1,12.0,32.0,8,2631.8054639353572,404.89314829774725
M,1,1,1,0,8.0,6000,0,0,1024.0,29999,samsung,128.0,25.0,0,0,exynos,3,1,50.0,13.0,8,2577.2077913897438,390.48602899844605
A,1,1,1,0,6.0,4500,0,0,512.0,29999,samsung,128.0,15.0,0,1,exynos,4,1,48.0,32.0,8,2631.8054639353572,404.89314829774725
M,1,1,1,0,6.0,5000,0,0,1024.0,29999,samsung,128.0,25.0,0,0,snapdragon,3,1,50.0,13.0,8,2631.8054639353572,399.97043524853456
A,1,1,1,0,8.0,5000,0,0,1024.0,28990,samsung,256.0,25.0,0,0,exynos,4,1,64.0,32.0,8,2631.8054639353572,404.89314829774725
A,1,1,0,0,8.0,4500,0,0,1024.0,28990,samsung,128.0,25.0,0,1,snapdragon,4,1,64.0,32.0,8,2631.8054639353572,392.8067856619936
A,1,1,0,0,8.0,4500,0,0,512.0,30500,samsung,128.0,25.0,1,0,snapdragon,3,1,64.0,32.0,8,2631.8054639353572,392.8067856619936
M,1,1,1,0,12.0,5000,0,0,1024.0,30999,samsung,256.0,45.0,0,0,snapdragon,3,1,50.0,50.0,8,2631.8054639353572,394.57353282389164
A,1,1,1,0,8.0,4500,0,0,1024.0,39999,samsung,128.0,25.0,0,1,snapdragon,4,1,64.0,32.0,8,2631.8054639353572,392.8067856619936
A,1,1,1,0,6.0,4500,0,0,1024.0,39990,samsung,128.0,25.0,0,0,snapdragon,3,1,64.0,10.0,8,3509.073951913809,522.9618408217301
A,1,1,1,0,6.0,4500,0,0,1024.0,39990,samsung,128.0,25.0,0,0,snapdragon,3,1,64.0,10.0,8,3509.073951913809,522.9618408217301
A,1,1,0,0,6.0,3400,0,0,512.0,39990,samsung,128.0,15.0,0,1,snapdragon,3,1,24.0,24.0,8,2577.2077913897438,402.68871740464743
A,1,1,1,0,8.0,5000,0,0,1024.0,38900,samsung,256.0,25.0,0,0,exynos,3,1,50.0,32.0,8,2577.2077913897438,390.48602899844605
Z,1,1,1,0,8.0,3300,1,1,0.0,37999,samsung,128.0,15.0,0,0,snapdragon,2,1,12.0,10.0,8,2852.367437761131,425.72648324793
M,1,1,1,0,8.0,6000,0,0,1024.0,37999,samsung,128.0,25.0,0,0,exynos,3,1,108.0,32.0,8,2631.8054639353572,392.8067856619936
A,1,1,0,0,8.0,5000,0,0,1024.0,37999,samsung,256.0,25.0,0,0,snapdragon,4,1,64.0,32.0,8,2631.8054639353572,392.8067856619936
Xcover,1,1,1,0,6.0,4050,0,0,512.0,37999,samsung,128.0,25.0,0,0,snapdragon,2,1,50.0,13.0,8,2639.102877873464,399.8640724050703
A,1,1,1,0,12.0,5000,0,0,1024.0,41289,samsung,256.0,25.0,0,0,exynos,3,1,50.0,32.0,8,2577.2077913897438,390.48602899844605
S,1,1,1,1,8.0,4500,0,0,0.0,41790,samsung,256.0,25.0,0,0,exynos,3,1,50.0,10.0,8,2577.2077913897438,402.68871740464743
A,1,1,1,0,8.0,5000,0,0,1024.0,42990,samsung,128.0,45.0,0,0,snapdragon,4,1,108.0,32.0,8,2642.7531099215453,389.78659438370875
A,1,1,1,0,8.0,5000,0,0,1024.0,42999,samsung,128.0,33.0,0,0,snapdragon,4,1,108.0,32.0,8,2642.7531099215453,394.44076267485747
S,1,1,1,1,8.0,3900,0,0,0.0,49999,samsung,128.0,25.0,0,0,snapdragon,3,1,50.0,12.0,8,2577.2077913897438,422.4930805556957
Note,1,1,0,0,12.0,4300,0,0,1024.0,49999,samsung,256.0,45.0,0,1,exynos,4,1,12.0,10.0,8,3363.807366660582,494.6775539206738
Z,1,1,1,0,8.0,3300,1,1,0.0,49999,samsung,256.0,15.0,0,0,snapdragon,2,1,12.0,10.0,8,2852.367437761131,425.72648324793
Z,0,1,1,0,8.0,3300,1,1,0.0,49990,samsung,128.0,25.0,0,0,snapdragon,2,1,12.0,10.0,8,2852.367437761131,425.72648324793
S,1,1,1,0,8.0,4800,0,0,0.0,49000,samsung,128.0,25.0,0,0,exynos,3,1,64.0,10.0,8,2631.8054639353572,392.8067856619936
A,1,1,1,0,8.0,5000,0,0,0.0,47990,samsung,128.0,15.0,0,1,dimensity,3,1,48.0,16.0,8,2631.8054639353572,392.8067856619936
A,1,1,1,0,8.0,5000,0,0,1024.0,44999,samsung,128.0,67.0,0,0,snapdragon,4,1,108.0,32.0,8,2642.7531099215453,394.44076267485747
A,1,1,1,0,8.0,5000,0,0,1024.0,44999,samsung,128.0,25.0,0,0,snapdragon,4,1,108.0,32.0,8,2631.8054639353572,392.8067856619936
Xcover,1,1,1,0,4.0,4500,0,0,1024.0,44990,samsung,64.0,25.0,0,0,exynos,2,1,25.0,13.0,8,2631.8054639353572,401.18985730721914
S,1,1,1,0,8.0,4200,0,0,0.0,51999,samsung,128.0,33.0,0,0,exynos,3,1,12.0,32.0,8,2631.8054639353572,411.2196037398995
Note,1,1,1,0,8.0,4200,0,0,0.0,54990,samsung,256.0,67.0,0,1,snapdragon,3,1,50.0,16.0,8,2686.6335812685734,400.9900867565035
S,1,1,1,1,8.0,3900,0,0,0.0,54999,samsung,256.0,25.0,0,0,snapdragon,3,1,50.0,12.0,8,2577.2077913897438,422.4930805556957
S,1,1,1,1,12.0,4500,0,0,0.0,59999,samsung,256.0,15.0,0,0,snapdragon,4,1,108.0,32.0,8,2631.8054639353572,431.44351867792744
Z,1,1,1,0,8.0,3700,1,1,0.0,59999,samsung,128.0,25.0,0,0,snapdragon,2,1,12.0,10.0,8,2852.367437761131,425.72648324793
S,1,1,1,1,8.0,4500,0,0,0.0,59999,samsung,128.0,45.0,0,0,snapdragon,3,1,50.0,10.0,8,2577.2077913897438,390.48602899844605
S,1,1,0,0,8.0,4500,0,0,1024.0,59999,samsung,128.0,25.0,0,0,exynos,3,1,12.0,32.0,8,2631.8054639353572,404.89314829774725
A,0,1,1,0,6.0,4500,0,0,512.0,57990,samsung,128.0,25.0,1,0,snapdragon,3,1,48.0,32.0,8,2631.8054639353572,392.8067856619936
S,1,1,0,0,8.0,4500,0,0,512.0,64999,samsung,256.0,15.0,0,0,exynos,4,2,108.0,12.0,8,3363.807366660582,525.5949010407159
Note,1,1,0,0,6.0,3300,0,0,512.0,65690,samsung,64.0,15.0,0,0,exynos,2,1,12.0,8.0,8,3291.6864978305575,522.4899202905647
Z,1,1,1,0,8.0,4400,1,1,0.0,69990,samsung,128.0,25.0,0,0,exynos,3,2,50.0,10.0,8,2831.6638218545645,380.08910360463955
S,1,1,1,0,8.0,4500,0,0,0.0,69999,samsung,128.0,25.0,0,0,snapdragon,3,1,12.0,32.0,8,2577.2077913897438,402.68871740464743
S,1,1,1,0,8.0,4000,0,0,0.0,69999,samsung,128.0,25.0,0,0,exynos,3,1,64.0,10.0,8,2631.8054639353572,424.48475224763826
S,1,1,0,0,6.0,3500,0,0,512.0,70000,samsung,64.0,15.0,0,0,exynos,2,1,12.0,8.0,8,3291.6864978305575,530.9171770694447
Z,1,1,1,1,12.0,5000,1,1,0.0,199990,samsung,256.0,80.0,0,0,snapdragon,4,2,200.0,12.0,8,2831.6638218545645,345.32485632372743
Z,1,1,1,1,12.0,4400,1,1,0.0,184999,samsung,1024.0,25.0,0,0,snapdragon,3,2,50.0,10.0,8,2831.6638218545645,372.58734498086375
Z,1,1,1,1,12.0,4400,1,1,0.0,179990,samsung,256.0,25.0,0,0,snapdragon,3,2,50.0,12.0,8,2831.6638218545645,353.95797773182056
Z,1,1,1,0,12.0,4400,1,1,0.0,177999,samsung,256.0,25.0,0,0,snapdragon,3,2,50.0,10.0,8,2831.6638218545645,372.58734498086375
Z,1,1,1,1,12.0,4400,1,1,0.0,164999,samsung,512.0,25.0,0,0,snapdragon,3,2,50.0,10.0,8,2831.6638218545645,372.58734498086375
Z,1,1,1,0,12.0,4400,1,1,0.0,164999,samsung,512.0,25.0,0,0,snapdragon,3,2,50.0,10.0,8,2831.6638218545645,372.58734498086375
S,1,1,1,1,12.0,5000,0,0,0.0,159999,samsung,1024.0,45.0,0,0,snapdragon,4,1,200.0,12.0,8,3436.2770551863246,505.33486105681243
Other,1,1,1,1,12.0,4500,1,1,0.0,159999,samsung,256.0,45.0,0,0,snapdragon,3,2,50.0,10.0,8,2831.6638218545645,371.1223881853951
Other,1,1,1,0,12.0,4320,1,1,0.0,159999,samsung,256.0,25.0,0,0,snapdragon,3,2,50.0,10.0,8,2831.6638218545645,372.58734498086375
Z,1,1,1,1,12.0,4400,1,1,0.0,154999,samsung,256.0,25.0,0,0,snapdragon,3,2,50.0,10.0,8,2831.6638218545645,372.58734498086375
S,1,1,1,1,12.0,5000,0,0,0.0,139999,samsung,512.0,45.0,0,0,snapdragon,4,1,200.0,12.0,8,3436.2770551863246,505.33486105681243
S,1,1,1,1,12.0,5000,0,0,0.0,130376,samsung,256.0,45.0,0,0,snapdragon,4,1,108.0,40.0,8,3400.0,500.0
S,1,1,1,1,12.0,5000,0,0,0.0,129999,samsung,256.0,45.0,0,0,snapdragon,4,1,200.0,12.0,8,3436.2770551863246,505.33486105681243
Y,1,1,0,0,4.0,5000,0,0,1024.0,6990,vivo,64.0,15.0,0,0,helio,2,1,13.0,5.0,8,1765.4869016789673,269.1291008656963
Y,1,1,0,0,2.0,4030,0,0,256.0,6999,vivo,32.0,44.0,1,0,helio,2,1,13.0,8.0,8,1681.903683330291,270.4025214357381
Y,1,0,0,0,1.0,1900,0,0,128.0,7499,vivo,16.0,44.0,0,0,helio,1,1,5.0,2.0,4,979.6509582499269,217.70021294442822
Y,1,1,0,0,4.0,5000,0,0,1024.0,7999,vivo,64.0,15.0,0,0,helio,2,1,13.0,5.0,8,1765.4869016789673,269.1291008656963
Y,1,1,0,0,2.0,5000,0,0,1024.0,8033,vivo,32.0,10.0,1,0,helio,1,1,8.0,5.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,2.0,4030,0,0,256.0,8199,vivo,32.0,44.0,1,0,helio,1,1,13.0,5.0,8,1681.903683330291,270.4025214357381
Y,1,1,0,0,2.0,5000,0,0,1024.0,8490,vivo,32.0,44.0,1,0,helio,1,1,8.0,5.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,4.0,5000,0,0,1024.0,9999,vivo,128.0,15.0,0,0,helio,2,1,50.0,8.0,8,1765.4869016789673,269.1291008656963
Y,1,1,0,0,4.0,5000,0,0,1024.0,9999,vivo,128.0,10.0,1,0,helio,2,1,13.0,5.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,3.0,5000,0,0,1024.0,9999,vivo,32.0,44.0,1,0,snapdragon,2,1,13.0,8.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,3.0,5000,0,0,1024.0,9999,vivo,32.0,10.0,1,0,helio,1,1,8.0,5.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,3.0,5000,0,0,1024.0,9999,vivo,64.0,10.0,1,0,helio,2,1,13.0,5.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,6.0,5000,0,0,1024.0,9990,vivo,128.0,15.0,0,0,helio,2,1,50.0,8.0,8,1765.4869016789673,269.1291008656963
U,1,1,0,0,4.0,5000,0,0,256.0,9990,vivo,64.0,18.0,1,0,snapdragon,3,1,16.0,16.0,8,2577.2077913897438,394.6719435512624
Y,1,1,0,0,3.0,5000,0,0,1024.0,9990,vivo,32.0,44.0,1,0,snapdragon,2,1,13.0,8.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,4.0,5000,0,0,256.0,9990,vivo,64.0,44.0,1,0,snapdragon,2,1,13.0,13.0,8,1703.6243717439593,262.09605719137835
Y,1,1,0,0,4.0,5000,0,0,1024.0,9499,vivo,64.0,15.0,1,0,helio,2,1,50.0,8.0,8,1765.4869016789673,269.1291008656963
Y,1,1,0,0,4.0,5000,0,0,1024.0,10199,vivo,64.0,18.0,1,0,helio,2,1,13.0,8.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,4.0,5000,0,0,1024.0,10499,vivo,128.0,15.0,1,0,helio,2,1,50.0,8.0,8,1765.4869016789673,269.1291008656963
Y,1,1,0,0,4.0,5000,0,0,1024.0,10499,vivo,128.0,18.0,1,0,helio,1,1,8.0,5.0,8,1754.5369759569046,269.5141284111989
T,1,1,1,0,4.0,5000,0,0,1024.0,11999,vivo,128.0,18.0,1,0,dimensity,2,1,50.0,8.0,8,2639.102877873464,401.07946472241093
Y,1,1,1,0,4.0,6000,0,0,0.0,11999,vivo,128.0,15.0,1,0,dimensity,2,1,13.0,5.0,8,1754.5369759569046,269.5141284111989
T,1,1,0,0,4.0,5000,0,0,1024.0,11999,vivo,64.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,2639.102877873464,401.07946472241093
U,1,1,0,0,6.0,5000,0,0,256.0,11990,vivo,64.0,18.0,1,0,snapdragon,3,1,16.0,16.0,8,2577.2077913897438,394.6719435512624
Y,1,1,0,0,3.0,5000,0,0,256.0,11990,vivo,64.0,44.0,1,0,helio,3,1,13.0,8.0,8,1703.6243717439593,268.287302636844
Y,1,1,0,0,6.0,5000,0,0,1024.0,11990,vivo,128.0,44.0,1,0,helio,2,1,13.0,8.0,8,1765.4869016789673,269.1291008656963
Y,1,1,0,0,3.0,5000,0,0,1024.0,11990,vivo,64.0,44.0,1,0,snapdragon,3,1,13.0,8.0,8,1754.5369759569046,269.5141284111989
T,1,1,0,0,4.0,5000,0,0,1024.0,11899,vivo,128.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,2639.102877873464,401.07946472241093
Y,1,1,0,0,4.0,5000,0,0,1024.0,11580,vivo,64.0,18.0,1,0,helio,2,1,50.0,8.0,8,1765.4869016789673,269.5399849891553
Y,1,1,0,0,4.0,5000,0,0,1024.0,11490,vivo,128.0,18.0,0,0,snapdragon,3,1,50.0,8.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,3.0,5000,0,0,256.0,11490,vivo,64.0,18.0,1,0,snapdragon,3,1,13.0,8.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,4.0,5000,0,0,1024.0,11390,vivo,128.0,18.0,1,0,helio,2,1,50.0,8.0,8,1765.4869016789673,269.5399849891553
Y,1,1,0,0,6.0,5000,0,0,1024.0,10999,vivo,128.0,44.0,1,0,helio,2,1,50.0,8.0,8,2620.867032109794,394.70889037798105
Y,1,1,0,0,2.0,2650,0,0,128.0,12350,vivo,16.0,44.0,0,0,snapdragon,1,1,8.0,5.0,8,1468.6047800548656,282.42399616439724
Y,1,1,0,0,4.0,5000,0,0,0.0,12490,vivo,128.0,44.0,1,0,helio,2,1,13.0,8.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,4.0,5000,0,0,0.0,12490,vivo,128.0,44.0,1,0,helio,2,1,13.0,8.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,3.0,3000,0,0,128.0,15050,vivo,32.0,44.0,0,0,snapdragon,1,1,13.0,16.0,8,1468.6047800548656,267.0190509190665
T,1,1,1,0,6.0,6000,0,0,1024.0,14999,vivo,128.0,44.0,0,0,snapdragon,2,1,50.0,8.0,8,2639.102877873464,392.7236425406941
T,1,1,1,0,8.0,5000,0,0,1024.0,14999,vivo,128.0,18.0,1,0,dimensity,2,1,50.0,8.0,8,2639.102877873464,401.07946472241093
Y,1,1,0,0,6.0,5000,0,0,1024.0,14999,vivo,128.0,18.0,1,0,helio,2,1,50.0,8.0,8,1765.4869016789673,269.5399849891553
Y,1,1,1,0,4.0,5000,0,0,1024.0,14999,vivo,128.0,44.0,1,0,dimensity,2,1,13.0,8.0,8,1754.5369759569046,269.5141284111989
Y,1,1,1,0,8.0,5000,0,0,0.0,14999,vivo,128.0,18.0,1,0,dimensity,2,1,13.0,8.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,6.0,4200,0,0,256.0,14999,vivo,64.0,18.0,1,0,helio,3,1,16.0,8.0,8,2631.8054639353572,403.03299600847737
T,1,1,1,0,6.0,6000,0,0,1024.0,14990,vivo,128.0,44.0,0,0,snapdragon,2,1,64.0,16.0,8,2639.102877873464,389.2482120757321
Y,1,1,1,0,4.0,5000,0,0,1024.0,14990,vivo,128.0,18.0,1,0,dimensity,2,1,50.0,16.0,8,2639.102877873464,401.07946472241093
Y,1,1,0,0,8.0,5000,0,0,1024.0,14990,vivo,128.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,1765.4869016789673,269.5399849891553
Y,1,1,0,0,4.0,5000,0,0,1024.0,14990,vivo,128.0,18.0,1,0,helio,3,1,50.0,8.0,8,1754.5369759569046,269.5141284111989
Y,1,1,0,0,6.0,5000,0,0,256.0,14990,vivo,128.0,18.0,1,0,helio,3,1,13.0,8.0,8,1754.5369759569046,269.5141284111989
G,1,1,1,0,4.0,5000,0,0,1024.0,14990,vivo,128.0,18.0,0,0,dimensity,1,1,13.0,5.0,8,1765.4869016789673,269.1291008656963
T,1,1,1,0,8.0,5000,0,0,1024.0,19999,vivo,128.0,44.0,0,0,dimensity,3,1,50.0,16.0,8,2631.8054639353572,394.57353282389164
Y,1,1,1,0,6.0,5000,0,0,1024.0,19999,vivo,128.0,44.0,0,0,snapdragon,2,1,50.0,16.0,8,2631.8054639353572,394.57353282389164
V,1,1,1,0,8.0,4600,0,0,1024.0,19990,vivo,128.0,66.0,0,0,helio,3,1,50.0,16.0,8,2631.8054639353572,396.3562445685779
Y,1,1,0,0,8.0,4800,0,0,1024.0,19990,vivo,128.0,80.0,0,0,snapdragon,2,1,50.0,8.0,8,2631.8054639353572,394.57353282389164
V,1,1,0,0,8.0,4800,0,0,1024.0,19990,vivo,128.0,80.0,0,0,snapdragon,2,1,50.0,8.0,8,2631.8054639353572,394.57353282389164
Y,1,1,1,0,12.0,4100,0,0,1024.0,19990,vivo,256.0,44.0,1,0,dimensity,2,1,50.0,8.0,8,2639.102877873464,401.07946472241093
V,1,1,0,0,8.0,4500,0,0,1024.0,19990,vivo,256.0,44.0,0,0,helio,3,1,64.0,32.0,8,2631.8054639353572,408.66544471045916
V,1,1,1,0,8.0,5500,0,0,1024.0,29999,vivo,256.0,44.0,0,0,snapdragon,2,1,50.0,50.0,8,2631.8054639353572,388.1718973355984
V,1,1,1,0,8.0,4300,0,0,0.0,29999,vivo,128.0,44.0,0,0,dimensity,3,2,108.0,50.0,8,2609.9379302964276,397.85639181347983
V,1,1,1,0,8.0,4000,0,0,1024.0,29999,vivo,128.0,33.0,0,0,dimensity,3,1,64.0,44.0,8,2631.8054639353572,408.66544471045916
S,1,1,1,0,8.0,5000,0,0,0.0,29990,vivo,256.0,100.0,0,0,snapdragon,3,1,50.0,50.0,8,3671.5119501371637,541.5209365984017
V,1,1,1,0,8.0,4000,0,0,0.0,29990,vivo,128.0,33.0,0,0,snapdragon,3,2,64.0,44.0,8,2631.8054639353572,408.66544471045916
S,1,1,1,0,8.0,4600,0,0,0.0,29990,vivo,128.0,66.0,0,0,snapdragon,3,1,64.0,50.0,8,2631.8054639353572,388.1718973355984
Y,1,1,1,0,8.0,5000,0,0,0.0,29990,vivo,256.0,120.0,0,0,dimensity,2,1,64.0,16.0,8,2620.867032109794,394.70889037798105
V,1,1,1,0,8.0,5000,0,0,0.0,29990,vivo,128.0,67.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,394.57353282389164
V,1,1,1,0,8.0,4600,0,0,0.0,29799,vivo,128.0,80.0,0,0,snapdragon,3,1,50.0,50.0,8,3070.439707924583,452.8672135581981
V,1,1,1,0,8.0,5000,0,0,0.0,30739,vivo,128.0,80.0,0,0,snapdragon,2,1,50.0,50.0,8,3070.439707924583,452.8672135581981
V,1,1,1,0,12.0,4830,0,0,0.0,31398,vivo,256.0,66.0,0,0,dimensity,3,1,64.0,32.0,8,2609.9379302964276,397.85639181347983
T,1,1,1,1,8.0,4700,0,0,1024.0,31990,vivo,256.0,80.0,0,0,snapdragon,3,1,64.0,32.0,8,2639.102877873464,395.66759788207855
V,1,1,1,0,8.0,5000,0,0,1024.0,31990,vivo,128.0,44.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,388.1718973355984
V,1,1,1,0,8.0,4600,0,0,0.0,39999,vivo,256.0,66.0,0,0,dimensity,3,1,50.0,50.0,8,2631.8054639353572,388.1718973355984
S,1,1,1,0,12.0,5000,0,0,0.0,39990,vivo,256.0,80.0,0,0,dimensity,3,1,50.0,50.0,8,3070.439707924583,450.2111008687072
V,0,1,1,0,12.0,4800,0,0,1024.0,39990,vivo,256.0,44.0,0,0,snapdragon,3,1,64.0,50.0,8,2631.8054639353572,394.57353282389164
V,1,1,1,0,8.0,5000,0,0,0.0,39990,vivo,256.0,120.0,0,0,dimensity,3,1,108.0,50.0,8,2990.4086677241958,446.3296518991337
X,1,1,1,0,8.0,5000,0,0,0.0,39990,vivo,128.0,67.0,0,0,dimensity,3,1,50.0,16.0,8,2631.8054639353572,388.1718973355984
S,1,1,1,0,8.0,4300,0,0,0.0,39990,vivo,128.0,44.0,0,0,dimensity,3,2,108.0,50.0,8,2631.8054639353572,401.18985730721914
S,1,1,1,0,12.0,4050,0,0,0.0,38990,vivo,256.0,44.0,0,0,dimensity,3,2,108.0,44.0,8,2631.8054639353572,408.66544471045916
V,1,1,1,0,12.0,4600,0,0,0.0,38799,vivo,256.0,80.0,0,0,dimensity,3,1,50.0,50.0,8,3070.439707924583,452.8672135581981
V,1,1,1,0,12.0,5000,0,0,0.0,37999,vivo,256.0,80.0,0,0,snapdragon,2,1,50.0,50.0,8,3070.439707924583,452.8672135581981
X,1,1,1,0,8.0,5000,0,0,0.0,37990,vivo,128.0,67.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,398.7584036265693
V,1,1,1,0,8.0,5000,0,0,0.0,40990,vivo,256.0,80.0,0,0,dimensity,3,1,50.0,50.0,8,3070.439707924583,452.8672135581981
V,1,1,1,0,12.0,5000,0,0,0.0,42990,vivo,256.0,100.0,0,0,dimensity,3,1,64.0,50.0,8,3070.439707924583,451.5352511653799
V,1,1,1,0,12.0,4800,0,0,0.0,42990,vivo,256.0,100.0,0,0,dimensity,3,1,200.0,32.0,8,2631.8054639353572,392.8067856619936
X,1,1,1,0,8.0,4500,0,0,0.0,42999,vivo,256.0,15.0,0,0,dimensity,3,1,50.0,32.0,8,2642.7531099215453,406.57740152639155
